学号,成绩
18291,65
18292,2
18293,9
18294,75
18295,23
18296,34
18297,49
18298,1
18299,58
18300,91
18301,45
18302,84
18303,1
18304,33
18305,57
18306,0
18307,58
18308,88
18309,34
18310,22
18311,52
18312,41
18313,27
18314,63
18315,50
18316,47
18317,75
18318,52
18319,5
18320,99
18321,65
18322,22
18323,97
18324,52
18325,4
18326,89
18327,79
18328,28
18329,77
18330,14
18331,38
18332,43
18333,51
18334,19
18335,88
18336,22
18337,29
18338,42
18339,40
18340,100
18341,52
18342,93
18343,58
18344,9
18345,25
18346,44
18347,7
18348,70
18349,12
18350,74
18351,36
18352,69
18353,63
18354,59
18355,30
18356,45
18357,26
18358,20
18359,19
18360,23
18361,64
18362,14
18363,77
18364,17
18365,87
18366,85
18367,59
18368,83
18369,73
18370,38
18371,17
18372,84
18373,72
18374,59
18375,89
18376,67
18377,51
18378,75
18379,32
18380,54
18381,26
18382,73
18383,60
18384,19
18385,47
18386,78
18387,17
18388,75
18389,25
18390,61
18391,99
18392,23
18393,16
18394,20
18395,4
18396,28
18397,80
18398,44
18399,18
18400,0
18401,76
18402,8
18403,67
18404,39
18405,55
18406,79
18407,70
18408,29
18409,97
18410,1
18411,92
18412,93
18413,81
18414,79
18415,42
18416,79
18417,77
18418,47
18419,65
18420,55
18421,100
18422,77
18423,90
18424,80
18425,72
18426,1
18427,60
18428,89
18429,42
18430,8
18431,93
18432,2
18433,30
18434,61
18435,63
18436,69
18437,1
18438,10
18439,61
18440,66
18441,18
18442,43
18443,4
18444,20
18445,84
18446,7
18447,59
18448,6
18449,74
18450,70
18451,18
18452,85
18453,78
18454,97
18455,18
18456,65
18457,16
18458,33
18459,34
18460,63
18461,69
18462,17
18463,67
18464,85
18465,23
18466,30
18467,16
18468,59
18469,91
18470,63
18471,20
18472,1
18473,25
18474,35
18475,16
18476,95
18477,32
18478,59
18479,39
18480,24
18481,42
18482,69
18483,85
18484,61
18485,44
18486,6
18487,2
18488,98
18489,73
18490,10
18491,88
18492,31
18493,45
18494,47
18495,26
18496,85
18497,0
18498,92
18499,26
18500,96
18501,19
18502,75
18503,12
18504,4
18505,44
18506,71
18507,19
18508,71
18509,17
18510,67
18511,64
18512,84
18513,18
18514,86
18515,36
18516,85
18517,60
18518,56
18519,44
18520,76
18521,29
18522,56
18523,72
18524,48
18525,31
18526,87
18527,57
18528,67
18529,56
18530,50
18531,92
18532,99
18533,67
18534,62
18535,6
18536,34
18537,57
18538,38
18539,46
18540,49
18541,8
18542,23
18543,75
18544,79
18545,59
18546,48
18547,89
18548,44
18549,16
18550,72
18551,11
18552,87
18553,44
18554,1
18555,55
18556,76
18557,34
18558,90
18559,8
18560,69
18561,30
18562,15
18563,57
18564,32
18565,91
18566,43
18567,30
18568,15
18569,83
18570,19
18571,59
18572,15
18573,82
18574,46
18575,64
18576,57
18577,79
18578,71
18579,78
18580,86
18581,88
18582,69
18583,31
18584,4
18585,35
18586,52
18587,44
18588,65
18589,73
18590,90
18591,63
18592,40
18593,59
18594,62
18595,32
18596,23
18597,28
18598,1
18599,3
18600,56
18601,100
18602,77
18603,39
18604,14
18605,19
18606,4
18607,31
18608,14
18609,49
18610,97
18611,81
18612,57
18613,5
18614,87
18615,12
18616,36
18617,77
18618,89
18619,37
18620,72
18621,23
18622,21
18623,46
18624,46
18625,11
18626,63
18627,45
18628,0
18629,61
18630,83
18631,61
18632,72
18633,8
18634,35
18635,7
18636,92
18637,11
18638,40
18639,46
18640,66
18641,17
18642,79
18643,19
18644,33
18645,90
18646,98
18647,85
18648,29
18649,41
18650,42
18651,11
18652,100
18653,22
18654,44
18655,67
18656,44
18657,73
18658,87
18659,4
18660,23
18661,81
18662,67
18663,43
18664,29
18665,84
18666,88
18667,23
18668,72
18669,94
18670,27
18671,7
18672,43
18673,71
18674,36
18675,1
18676,70
18677,8
18678,75
18679,53
18680,4
18681,27
18682,0
18683,98
18684,96
18685,38
18686,67
18687,33
18688,75
18689,38
18690,89
18691,21
18692,79
18693,93
18694,68
18695,67
18696,31
18697,50
18698,12
18699,52
18700,59
18701,50
18702,73
18703,28
18704,43
18705,0
18706,79
18707,34
18708,46
18709,95
18710,51
18711,82
18712,17
18713,68
18714,30
18715,71
18716,86
18717,48
18718,54
18719,97
18720,77
18721,28
18722,90
18723,72
18724,62
18725,91
18726,72
18727,49
18728,55
18729,9
18730,34
18731,74
18732,12
18733,50
18734,70
18735,20
18736,51
18737,61
18738,22
18739,79
18740,13
18741,56
18742,79
18743,94
18744,63
18745,41
18746,26
18747,94
18748,24
18749,49
18750,82
18751,39
18752,9
18753,88
18754,35
18755,72
18756,51
18757,30
18758,0
18759,16
18760,28
18761,55
18762,98
18763,18
18764,76
18765,90
18766,83
18767,39
18768,45
18769,41
18770,63
18771,70
18772,73
18773,4
18774,87
18775,32
18776,57
18777,54
18778,34
18779,71
18780,54
18781,80
18782,57
18783,1
18784,5
18785,32
18786,4
18787,1
18788,56
18789,29
18790,35
18791,27
18792,0
18793,79
18794,49
18795,63
18796,28
18797,58
18798,10
18799,35
18800,0
18801,36
18802,42
18803,44
18804,3
18805,100
18806,84
18807,70
18808,97
18809,81
18810,88
18811,70
18812,52
18813,29
18814,25
18815,13
18816,27
18817,44
18818,71
18819,43
18820,13
18821,21
18822,31
18823,29
18824,64
18825,73
18826,83
18827,2
18828,69
18829,75
18830,10
18831,87
18832,58
18833,89
18834,100
18835,92
18836,82
18837,25
18838,5
18839,15
18840,58
18841,39
18842,47
18843,24
18844,61
18845,93
18846,19
18847,34
18848,80
18849,65
18850,89
18851,67
18852,66
18853,3
18854,46
18855,13
18856,76
18857,0
18858,70
18859,59
18860,64
18861,96
18862,2
18863,88
18864,33
18865,4
18866,52
18867,28
18868,62
18869,80
18870,94
18871,2
18872,77
18873,69
18874,90
18875,9
18876,76
18877,96
18878,71
18879,39
18880,86
18881,70
18882,71
18883,6
18884,24
18885,67
18886,15
18887,26
18888,96
18889,54
18890,50
18891,56
18892,90
18893,73
18894,70
18895,60
18896,2
18897,62
18898,6
18899,87
18900,64
18901,59
18902,22
18903,84
18904,72
18905,13
18906,66
18907,87
18908,14
18909,42
18910,81
18911,46
18912,69
18913,49
18914,50
18915,16
18916,62
18917,48
18918,73
18919,91
18920,18
18921,4
18922,63
18923,99
18924,30
18925,31
18926,71
18927,59
18928,5
18929,51
18930,71
18931,3
18932,12
18933,36
18934,60
18935,1
18936,5
18937,15
18938,54
18939,28
18940,81
18941,80
18942,25
18943,90
18944,43
18945,38
18946,23
18947,95
18948,91
18949,57
18950,5
18951,56
18952,63
18953,64
18954,60
18955,45
18956,82
18957,53
18958,94
18959,90
18960,39
18961,36
18962,10
18963,45
18964,62
18965,13
18966,45
18967,21
18968,19
18969,5
18970,32
18971,17
18972,51
18973,36
18974,48
18975,91
18976,34
18977,64
18978,99
18979,0
18980,38
18981,19
18982,8
18983,17
18984,10
18985,3
18986,15
18987,10
18988,23
18989,0
18990,0
18991,46
18992,94
18993,30
18994,29
18995,35
18996,43
18997,46
18998,71
18999,54
19000,97
19001,38
19002,91
19003,87
19004,53
19005,62
19006,13
19007,22
19008,38
19009,15
19010,67
19011,52
19012,45
19013,96
19014,45
19015,72
19016,6
19017,8
19018,75
19019,2
19020,30
19021,31
19022,82
19023,11
19024,72
19025,12
19026,37
19027,0
19028,35
19029,38
19030,58
19031,4
19032,39
19033,24
19034,17
19035,11
19036,93
19037,15
19038,40
19039,24
19040,33
19041,89
19042,62
19043,20
19044,6
19045,30
19046,39
19047,61
19048,53
19049,51
19050,71
19051,5
19052,37
19053,41
19054,6
19055,10
19056,41
19057,42
19058,65
19059,63
19060,37
19061,59
19062,81
19063,53
19064,79
19065,14
19066,20
19067,4
19068,32
19069,57
19070,33
19071,78
19072,96
19073,84
19074,11
19075,85
19076,57
19077,85
19078,41
19079,88
19080,48
19081,74
19082,84
19083,21
19084,72
19085,21
19086,57
19087,78
19088,90
19089,24
19090,87
19091,43
19092,89
19093,15
19094,15
19095,67
19096,19
19097,18
19098,23
19099,23
19100,89
19101,68
19102,94
19103,8
19104,41
19105,37
19106,61
19107,9
19108,20
19109,93
19110,61
19111,76
19112,51
19113,61
19114,12
19115,64
19116,82
19117,99
19118,33
19119,43
19120,66
19121,53
19122,26
19123,74
19124,14
19125,21
19126,33
19127,37
19128,59
19129,54
19130,55
19131,80
19132,56
19133,83
19134,40
19135,66
19136,81
19137,17
19138,43
19139,41
19140,59
19141,28
19142,7
19143,90
19144,73
19145,59
19146,92
19147,13
19148,10
19149,100
19150,54
19151,44
19152,18
19153,20
19154,36
19155,27
19156,73
19157,88
19158,94
19159,20
19160,84
19161,77
19162,64
19163,99
19164,38
19165,77
19166,4
19167,12
19168,62
19169,46
19170,38
19171,53
19172,57
19173,45
19174,44
19175,63
19176,51
19177,99
19178,87
19179,64
19180,43
19181,39
19182,24
19183,88
19184,72
19185,100
19186,84
19187,90
19188,53
19189,4
19190,97
19191,42
19192,48
19193,5
19194,23
19195,73
19196,71
19197,89
19198,29
19199,12
19200,0
19201,33
19202,19
19203,27
19204,99
19205,17
19206,84
19207,3
19208,47
19209,13
19210,89
19211,82
19212,53
19213,91
19214,73
19215,65
19216,45
19217,52
19218,78
19219,20
19220,47
19221,95
19222,9
19223,79
19224,82
19225,69
19226,91
19227,32
19228,10
19229,13
19230,46
19231,51
19232,6
19233,91
19234,48
19235,93
19236,61
19237,82
19238,79
19239,30
19240,60
19241,31
19242,49
19243,38
19244,53
19245,10
19246,0
19247,12
19248,43
19249,70
19250,50
19251,73
19252,76
19253,89
19254,51
19255,13
19256,87
19257,51
19258,9
19259,37
19260,14
19261,67
19262,20
19263,22
19264,39
19265,80
19266,80
19267,77
19268,87
19269,38
19270,0
19271,39
19272,40
19273,2
19274,81
19275,47
19276,42
19277,52
19278,64
19279,30
19280,9
19281,71
19282,92
19283,90
19284,23
19285,20
19286,68
19287,71
19288,89
19289,13
19290,15
19291,82
19292,54
19293,23
19294,91
19295,57
19296,38
19297,63
19298,99
19299,9
19300,10
19301,71
19302,56
19303,27
19304,74
19305,58
19306,71
19307,81
19308,7
19309,34
19310,25
19311,56
19312,59
19313,8
19314,75
19315,22
19316,46
19317,63
19318,65
19319,92
19320,58
19321,62
19322,39
19323,48
19324,93
19325,52
19326,98
19327,89
19328,1
19329,99
19330,38
19331,96
19332,29
19333,9
19334,58
19335,24
19336,21
19337,42
19338,66
19339,78
19340,34
19341,81
19342,60
19343,9
19344,56
19345,31
19346,83
19347,14
19348,53
19349,92
19350,45
19351,55
19352,88
19353,63
19354,25
19355,95
19356,90
19357,71
19358,23
19359,11
19360,44
19361,10
19362,97
19363,83
19364,79
19365,20
19366,88
19367,79
19368,4
19369,94
19370,54
19371,49
19372,11
19373,38
19374,81
19375,45
19376,8
19377,54
19378,70
19379,65
19380,45
19381,47
19382,20
19383,45
19384,83
19385,81
19386,58
19387,93
19388,81
19389,12
19390,53
19391,19
19392,5
19393,3
19394,71
19395,52
19396,39
19397,59
19398,39
19399,56
19400,33
19401,93
19402,91
19403,79
19404,29
19405,16
19406,60
19407,23
19408,70
19409,53
19410,11
19411,46
19412,64
19413,19
19414,10
19415,72
19416,93
19417,78
19418,21
19419,40
19420,48
19421,41
19422,53
19423,63
19424,12
19425,68
19426,22
19427,75
19428,5
19429,82
19430,25
19431,41
19432,5
19433,76
19434,97
19435,30
19436,32
19437,42
19438,33
19439,74
19440,18
19441,22
19442,46
19443,25
19444,66
19445,10
19446,83
19447,71
19448,44
19449,60
19450,35
19451,60
19452,81
19453,67
19454,30
19455,36
19456,25
19457,27
19458,42
19459,89
19460,20
19461,31
19462,62
19463,80
19464,71
19465,3
19466,75
19467,99
19468,60
19469,88
19470,54
19471,27
19472,35
19473,20
19474,6
19475,4
19476,92
19477,67
19478,11
19479,96
19480,80
19481,84
19482,90
19483,87
19484,21
19485,32
19486,71
19487,3
19488,80
19489,30
19490,7
19491,72
19492,78
19493,54
19494,74
19495,35
19496,52
19497,22
19498,41
19499,78
19500,20
19501,50
19502,80
19503,94
19504,90
19505,12
19506,79
19507,16
19508,50
19509,6
19510,5
19511,98
19512,7
19513,13
19514,90
19515,41
19516,96
19517,22
19518,23
19519,73
19520,20
19521,90
19522,29
19523,68
19524,42
19525,30
19526,1
19527,67
19528,59
19529,32
19530,76
19531,85
19532,15
19533,64
19534,20
19535,68
19536,43
19537,68
19538,27
19539,62
19540,39
19541,77
19542,65
19543,51
19544,16
19545,60
19546,33
19547,53
19548,92
19549,34
19550,95
19551,78
19552,94
19553,17
19554,6
19555,29
19556,18
19557,78
19558,63
19559,34
19560,94
19561,2
19562,85
19563,59
19564,59
19565,41
19566,21
19567,21
19568,84
19569,50
19570,42
19571,44
19572,41
19573,21
19574,60
19575,73
19576,26
19577,37
19578,63
19579,0
19580,14
19581,96
19582,32
19583,58
19584,46
19585,56
19586,82
19587,87
19588,58
19589,28
19590,26
19591,10
19592,74
19593,38
19594,48
19595,52
19596,40
19597,10
19598,18
19599,66
19600,41
19601,9
19602,30
19603,25
19604,25
19605,53
19606,24
19607,89
19608,95
19609,77
19610,25
19611,7
19612,81
19613,87
19614,71
19615,1
19616,86
19617,63
19618,75
19619,25
19620,41
19621,11
19622,30
19623,65
19624,10
19625,84
19626,92
19627,37
19628,25
19629,13
19630,56
19631,41
19632,30
19633,77
19634,22
19635,24
19636,7
19637,78
19638,68
19639,20
19640,9
19641,51
19642,65
19643,10
19644,69
19645,45
19646,75
19647,25
19648,93
19649,93
19650,58
19651,90
19652,66
19653,12
19654,87
19655,43
19656,39
19657,93
19658,18
19659,4
19660,17
19661,100
19662,90
19663,64
19664,1
19665,40
19666,76
19667,56
19668,57
19669,97
19670,13
19671,19
19672,34
19673,39
19674,76
19675,83
19676,41
19677,88
19678,4
19679,36
19680,5
19681,8
19682,100
19683,4
19684,26
19685,46
19686,46
19687,75
19688,20
19689,33
19690,22
19691,78
19692,3
19693,58
19694,67
19695,84
19696,48
19697,80
19698,0
19699,66
19700,30
19701,32
19702,24
19703,45
19704,21
19705,38
19706,39
19707,94
19708,30
19709,22
19710,13
19711,20
19712,50
19713,78
19714,85
19715,85
19716,99
19717,61
19718,69
19719,80
19720,52
19721,67
19722,57
19723,88
19724,37
19725,55
19726,65
19727,17
19728,65
19729,86
19730,22
19731,14
19732,19
19733,52
19734,15
19735,88
19736,34
19737,16
19738,81
19739,23
19740,73
19741,46
19742,24
19743,76
19744,58
19745,57
19746,31
19747,72
19748,52
19749,79
19750,63
19751,45
19752,6
19753,10
19754,93
19755,3
19756,64
19757,87
19758,16
19759,21
19760,68
19761,38
19762,5
19763,31
19764,86
19765,49
19766,32
19767,60
19768,63
19769,40
19770,44
19771,60
19772,44
19773,23
19774,81
19775,47
19776,70
19777,48
19778,79
19779,23
19780,59
19781,92
19782,62
19783,40
19784,79
19785,94
19786,9
19787,71
19788,45
19789,8
19790,25
19791,22
19792,76
19793,18
19794,79
19795,77
19796,54
19797,8
19798,99
19799,86
19800,95
19801,50
19802,53
19803,54
19804,15
19805,45
19806,34
19807,9
19808,58
19809,88
19810,28
19811,91
19812,31
19813,5
19814,33
19815,56
19816,24
19817,30
19818,59
19819,96
19820,60
19821,59
19822,16
19823,63
19824,25
19825,64
19826,98
19827,20
19828,9
19829,63
19830,41
19831,73
19832,81
19833,52
19834,48
19835,99
19836,38
19837,66
19838,79
19839,2
19840,38
19841,11
19842,97
19843,12
19844,45
19845,23
19846,43
19847,67
19848,78
19849,17
19850,70
19851,15
19852,70
19853,77
19854,75
19855,95
19856,64
19857,30
19858,50
19859,62
19860,18
19861,59
19862,78
19863,14
19864,48
19865,97
19866,25
19867,51
19868,9
19869,80
19870,21
19871,66
19872,49
19873,16
19874,69
19875,43
19876,19
19877,34
19878,30
19879,22
19880,58
19881,94
19882,71
19883,80
19884,30
19885,25
19886,15
19887,68
19888,49
19889,29
19890,3
19891,4
19892,53
19893,29
19894,88
19895,14
19896,82
19897,78
19898,100
19899,31
19900,32
19901,66
19902,40
19903,11
19904,71
19905,53
19906,59
19907,64
19908,39
19909,44
19910,40
19911,61
19912,78
19913,68
19914,91
19915,1
19916,100
19917,50
19918,22
19919,61
19920,81
19921,37
19922,17
19923,23
19924,32
19925,82
19926,14
19927,43
19928,65
19929,85
19930,93
19931,29
19932,23
19933,67
19934,37
19935,25
19936,33
19937,10
19938,8
19939,7
19940,29
19941,85
19942,9
19943,45
19944,71
19945,26
19946,65
19947,15
19948,35
19949,36
19950,93
19951,52
19952,0
19953,6
19954,48
19955,18
19956,89
19957,21
19958,97
19959,84
19960,33
19961,28
19962,55
19963,82
19964,76
19965,22
19966,76
19967,59
19968,0
19969,37
19970,81
19971,10
19972,23
19973,30
19974,90
19975,36
19976,14
19977,72
19978,32
19979,16
19980,21
19981,80
19982,60
19983,31
19984,1
19985,32
19986,60
19987,14
19988,8
19989,60
19990,100
19991,15
19992,55
19993,61
19994,0
19995,25
19996,98
19997,43
19998,5
19999,77
20000,22
20001,67
20002,94
20003,100
20004,49
20005,3
20006,9
20007,100
20008,58
20009,45
20010,16
20011,84
20012,31
20013,24
20014,64
20015,64
20016,94
20017,34
20018,67
20019,78
20020,72
20021,48
20022,62
20023,7
20024,30
20025,32
20026,91
20027,34
20028,98
20029,40
20030,49
20031,16
20032,82
20033,59
20034,43
20035,46
20036,35
20037,14
20038,92
20039,15
20040,55
20041,10
20042,91
20043,36
20044,38
20045,98
20046,4
20047,45
20048,60
20049,85
20050,8
20051,69
20052,64
20053,45
20054,94
20055,21
20056,88
20057,22
20058,65
20059,13
20060,73
20061,28
20062,6
20063,79
20064,0
20065,1
20066,66
20067,73
20068,47
20069,94
20070,35
20071,92
20072,89
20073,47
20074,25
20075,2
20076,38
20077,48
20078,26
20079,29
20080,44
20081,98
20082,18
20083,13
20084,26
20085,26
20086,6
20087,19
20088,12
20089,88
20090,28
20091,100
20092,75
20093,81
20094,66
20095,81
20096,30
20097,54
20098,56
20099,86
20100,43
20101,70
20102,24
20103,72
20104,85
20105,32
20106,84
20107,75
20108,8
20109,58
20110,58
20111,27
20112,88
20113,36
20114,82
20115,1
20116,67
20117,47
20118,90
20119,19
20120,31
20121,31
20122,6
20123,47
20124,29
20125,86
20126,23
20127,15
20128,19
20129,66
20130,3
20131,28
20132,98
20133,71
20134,95
20135,38
20136,34
20137,50
20138,62
20139,36
20140,75
20141,15
20142,33
20143,20
20144,51
20145,32
20146,79
20147,27
20148,31
20149,97
20150,75
20151,14
20152,10
20153,42
20154,83
20155,96
20156,18
20157,20
20158,93
20159,5
20160,47
20161,84
20162,7
20163,57
20164,10
20165,61
20166,97
20167,50
20168,79
20169,96
20170,23
20171,65
20172,38
20173,6
20174,87
20175,1
20176,2
20177,3
20178,12
20179,47
20180,89
20181,43
20182,22
20183,20
20184,43
20185,88
20186,40
20187,10
20188,58
20189,62
20190,47
20191,99
20192,88
20193,8
20194,25
20195,44
20196,8
20197,81
20198,13
20199,14
20200,96
20201,98
20202,63
20203,23
20204,38
20205,56
20206,9
20207,20
20208,47
20209,13
20210,51
20211,81
20212,30
20213,75
20214,80
20215,56
20216,65
20217,87
20218,39
20219,22
20220,13
20221,72
20222,58
20223,52
20224,39
20225,43
20226,28
20227,2
20228,26
20229,88
20230,95
20231,45
20232,64
20233,79
20234,91
20235,62
20236,85
20237,34
20238,95
20239,71
20240,78
20241,32
20242,75
20243,43
20244,52
20245,2
20246,87
20247,41
20248,42
20249,81
20250,99
20251,46
20252,78
20253,16
20254,88
20255,44
20256,9
20257,20
20258,50
20259,2
20260,93
20261,93
20262,84
20263,67
20264,89
20265,83
20266,11
20267,94
20268,56
20269,38
20270,22
20271,45
20272,27
20273,13
20274,85
20275,7
20276,59
20277,58
20278,80
20279,32
20280,32
20281,29
20282,12
20283,92
20284,90
20285,55
20286,99
20287,61
20288,10
20289,28
20290,38
20291,53
20292,51
20293,7
20294,93
20295,42
20296,57
20297,75
20298,50
20299,63
20300,83
20301,20
20302,9
20303,79
20304,52
20305,7
20306,71
20307,82
20308,25
20309,70
20310,63
20311,49
20312,14
20313,54
20314,54
20315,67
20316,22
20317,48
20318,4
20319,33
20320,61
20321,99
20322,29
20323,71
20324,9
20325,42
20326,72
20327,2
20328,56
20329,67
20330,62
20331,19
20332,54
20333,39
20334,88
20335,92
20336,9
20337,22
20338,64
20339,35
20340,68
20341,32
20342,17
20343,93
20344,89
20345,23
20346,42
20347,49
20348,49
20349,36
20350,8
20351,94
20352,76
20353,85
20354,9
20355,56
20356,74
20357,5
20358,45
20359,85
20360,98
20361,59
20362,20
20363,85
20364,64
20365,57
20366,55
20367,45
20368,26
20369,39
20370,47
20371,32
20372,85
20373,13
20374,31
20375,95
20376,82
20377,52
20378,45
20379,42
20380,48
20381,0
20382,51
20383,62
20384,15
20385,20
20386,81
20387,42
20388,21
20389,95
20390,25
20391,3
20392,35
20393,49
20394,99
20395,94
20396,71
20397,95
20398,63
20399,23
20400,66
20401,35
20402,44
20403,18
20404,21
20405,7
20406,5
20407,65
20408,76
20409,82
20410,29
20411,40
20412,89
20413,93
20414,66
20415,34
20416,7
20417,12
20418,1
20419,40
20420,82
20421,91
20422,100
20423,41
20424,26
20425,90
20426,33
20427,70
20428,65
20429,82
20430,92
20431,93
20432,64
20433,65
20434,2
20435,76
20436,40
20437,78
20438,73
20439,82
20440,14
20441,11
20442,63
20443,83
20444,86
20445,38
20446,19
20447,16
20448,29
20449,87
20450,58
20451,46
20452,49
20453,1
20454,100
20455,34
20456,18
20457,42
20458,68
20459,18
20460,34
20461,12
20462,52
20463,73
20464,44
20465,46
20466,50
20467,87
20468,20
20469,94
20470,15
20471,82
20472,71
20473,15
20474,23
20475,49
20476,78
20477,15
20478,90
20479,29
20480,6
20481,51
20482,41
20483,50
20484,23
20485,38
20486,68
20487,81
20488,54
20489,68
20490,92
20491,97
20492,65
20493,97
20494,29
20495,36
20496,14
20497,29
20498,36
20499,31
20500,74
20501,99
20502,16
20503,14
20504,27
20505,42
20506,18
20507,60
20508,97
20509,28
20510,23
20511,79
20512,92
20513,72
20514,94
20515,99
20516,30
20517,96
20518,0
20519,89
20520,63
20521,57
20522,57
20523,77
20524,46
20525,61
20526,26
20527,97
20528,95
20529,18
20530,47
20531,98
20532,93
20533,45
20534,6
20535,41
20536,25
20537,14
20538,31
20539,26
20540,66
20541,81
20542,98
20543,6
20544,75
20545,1
20546,37
20547,81
20548,84
20549,25
20550,96
20551,81
20552,69
20553,31
20554,31
20555,74
20556,33
20557,21
20558,45
20559,19
20560,68
20561,31
20562,19
20563,83
20564,48
20565,71
20566,3
20567,90
20568,78
20569,13
20570,97
20571,88
20572,73
20573,3
20574,26
20575,68
20576,34
20577,95
20578,61
20579,36
20580,65
20581,34
20582,67
20583,99
20584,53
20585,36
20586,89
20587,26
20588,94
20589,52
20590,99
20591,95
20592,93
20593,80
20594,90
20595,13
20596,19
20597,79
20598,17
20599,30
20600,73
20601,88
20602,8
20603,76
20604,76
20605,94
20606,74
20607,28
20608,85
20609,18
20610,83
20611,11
20612,84
20613,75
20614,47
20615,98
20616,65
20617,63
20618,33
20619,51
20620,68
20621,74
20622,94
20623,6
20624,24
20625,28
20626,42
20627,13
20628,34
20629,13
20630,88
20631,80
20632,85
20633,58
20634,100
20635,89
20636,6
20637,50
20638,51
20639,39
20640,34
20641,36
20642,91
20643,62
20644,81
20645,87
20646,49
20647,81
20648,33
20649,3
20650,6
20651,34
20652,48
20653,21
20654,19
20655,46
20656,39
20657,83
20658,90
20659,48
20660,1
20661,85
20662,0
20663,92
20664,90
20665,33
20666,93
20667,44
20668,2
20669,82
20670,17
20671,86
20672,24
20673,57
20674,95
20675,44
20676,87
20677,74
20678,14
20679,69
20680,74
20681,4
20682,28
20683,91
20684,73
20685,89
20686,0
20687,58
20688,48
20689,83
20690,41
20691,57
20692,47
20693,55
20694,80
20695,60
20696,78
20697,24
20698,39
20699,32
20700,69
20701,77
20702,19
20703,48
20704,64
20705,0
20706,80
20707,44
20708,93
20709,14
20710,30
20711,84
20712,0
20713,64
20714,12
20715,34
20716,9
20717,46
20718,22
20719,61
20720,47
20721,99
20722,37
20723,71
20724,63
20725,83
20726,64
20727,61
20728,72
20729,5
20730,80
20731,78
20732,80
20733,62
20734,83
20735,55
20736,85
20737,5
20738,70
20739,50
20740,96
20741,50
20742,25
20743,66
20744,87
20745,98
20746,79
20747,82
20748,67
20749,0
20750,26
20751,15
20752,82
20753,21
20754,60
20755,60
20756,54
20757,89
20758,92
20759,35
20760,84
20761,93
20762,66
20763,3
20764,65
20765,16
20766,10
20767,88
20768,100
20769,52
20770,17
20771,76
20772,73
20773,77
20774,100
20775,54
20776,37
20777,50
20778,84
20779,43
20780,92
20781,45
20782,46
20783,45
20784,60
20785,93
20786,72
20787,31
20788,70
20789,9
20790,36
20791,70
20792,93
20793,39
20794,35
20795,29
20796,80
20797,3
20798,43
20799,71
20800,84
20801,56
20802,69
20803,49
20804,18
20805,13
20806,17
20807,18
20808,74
20809,100
20810,75
20811,18
20812,19
20813,79
20814,96
20815,76
20816,58
20817,95
20818,13
20819,16
20820,59
20821,75
20822,74
20823,6
20824,43
20825,100
20826,13
20827,27
20828,100
20829,89
20830,28
20831,97
20832,48
20833,47
20834,5
20835,43
20836,24
20837,27
20838,31
20839,61
20840,2
20841,6
20842,13
20843,5
20844,63
20845,80
20846,6
20847,63
20848,60
20849,62
20850,29
20851,35
20852,21
20853,2
20854,53
20855,90
20856,40
20857,24
20858,80
20859,33
20860,66
20861,51
20862,63
20863,80
20864,90
20865,7
20866,89
20867,91
20868,75
20869,41
20870,34
20871,87
20872,70
20873,29
20874,56
20875,86
20876,56
20877,22
20878,98
20879,41
20880,45
20881,31
20882,26
20883,69
20884,37
20885,28
20886,83
20887,57
20888,36
20889,61
20890,95
20891,58
20892,38
20893,95
20894,61
20895,12
20896,33
20897,50
20898,88
20899,97
20900,43
20901,40
20902,58
20903,95
20904,76
20905,45
20906,91
20907,65
20908,52
20909,69
20910,59
20911,44
20912,86
20913,5
20914,54
20915,36
20916,2
20917,36
20918,81
20919,61
20920,60
20921,99
20922,86
20923,63
20924,52
20925,48
20926,27
20927,56
20928,53
20929,2
20930,33
20931,71
20932,57
20933,19
20934,86
20935,55
20936,14
20937,33
20938,47
20939,11
20940,16
20941,70
20942,5
20943,40
20944,75
20945,89
20946,65
20947,3
20948,88
20949,100
20950,28
20951,10
20952,26
20953,79
20954,37
20955,92
20956,34
20957,79
20958,53
20959,89
20960,36
20961,43
20962,86
20963,77
20964,83
20965,80
20966,20
20967,76
20968,99
20969,0
20970,30
20971,35
20972,63
20973,96
20974,2
20975,54
20976,5
20977,54
20978,91
20979,88
20980,3
20981,11
20982,54
20983,1
20984,26
20985,62
20986,25
20987,83
20988,79
20989,42
20990,35
20991,20
20992,22
20993,10
20994,51
20995,2
20996,20
20997,40
20998,34
20999,45
21000,82
21001,22
21002,52
21003,80
21004,52
21005,56
21006,54
21007,90
21008,15
21009,6
21010,22
21011,30
21012,41
21013,65
21014,70
21015,65
21016,97
21017,2
21018,100
21019,81
21020,74
21021,96
21022,71
21023,83
21024,36
21025,48
21026,71
21027,56
21028,23
21029,12
21030,51
21031,93
21032,15
21033,46
21034,19
21035,42
21036,36
21037,100
21038,10
21039,35
21040,1
21041,78
21042,22
21043,63
21044,39
21045,6
21046,43
21047,31
21048,49
21049,37
21050,84
21051,0
21052,34
21053,9
21054,85
21055,13
21056,65
21057,18
21058,57
21059,12
21060,81
21061,37
21062,17
21063,94
21064,77
21065,18
21066,65
21067,73
21068,59
21069,41
21070,25
21071,79
21072,74
21073,64
21074,11
21075,78
21076,31
21077,0
21078,35
21079,60
21080,75
21081,8
21082,74
21083,74
21084,82
21085,62
21086,60
21087,93
21088,24
