学号,成绩
31151,51
31152,72
31153,48
31154,67
31155,46
31156,11
31157,58
31158,15
31159,75
31160,10
31161,51
31162,39
31163,2
31164,94
31165,41
31166,17
31167,37
31168,23
31169,32
31170,81
31171,75
31172,57
31173,80
31174,99
31175,55
31176,5
31177,77
31178,40
31179,61
31180,44
31181,66
31182,91
31183,58
31184,48
31185,37
31186,35
31187,94
31188,43
31189,91
31190,82
31191,89
31192,95
31193,37
31194,67
31195,3
31196,35
31197,62
31198,33
31199,46
31200,35
31201,40
31202,3
31203,55
31204,48
31205,80
31206,23
31207,57
31208,91
31209,68
31210,75
31211,98
31212,62
31213,70
31214,31
31215,62
31216,22
31217,87
31218,83
31219,83
31220,86
31221,35
31222,16
31223,30
31224,26
31225,86
31226,62
31227,74
31228,32
31229,25
31230,92
31231,1
31232,89
31233,41
31234,57
31235,46
31236,13
31237,45
31238,36
31239,10
31240,91
31241,93
31242,39
31243,39
31244,42
31245,52
31246,32
31247,99
31248,4
31249,80
31250,52
31251,57
31252,29
31253,13
31254,86
31255,69
31256,39
31257,17
31258,48
31259,28
31260,83
31261,69
31262,14
31263,0
31264,45
31265,86
31266,54
31267,2
31268,25
31269,50
31270,97
31271,81
31272,4
31273,65
31274,7
31275,43
31276,73
31277,23
31278,93
31279,69
31280,96
31281,10
31282,48
31283,28
31284,68
31285,46
31286,87
31287,22
31288,95
31289,70
31290,52
31291,36
31292,57
31293,40
31294,5
31295,86
31296,98
31297,66
31298,69
31299,36
31300,81
31301,19
31302,82
31303,62
31304,26
31305,66
31306,98
31307,51
31308,91
31309,95
31310,2
31311,78
31312,85
31313,13
31314,69
31315,68
31316,2
31317,77
31318,43
31319,37
31320,42
31321,6
31322,13
31323,48
31324,39
31325,16
31326,90
31327,11
31328,32
31329,24
31330,70
31331,96
31332,81
31333,68
31334,30
31335,35
31336,63
31337,15
31338,11
31339,100
31340,31
31341,52
31342,83
31343,28
31344,18
31345,11
31346,17
31347,36
31348,37
31349,51
31350,75
31351,20
31352,8
31353,10
31354,41
31355,77
31356,26
31357,100
31358,36
31359,61
31360,44
31361,13
31362,15
31363,91
31364,12
31365,7
31366,58
31367,27
31368,46
31369,43
31370,97
31371,38
31372,70
31373,36
31374,53
31375,85
31376,76
31377,85
31378,11
31379,26
31380,93
31381,8
31382,5
31383,46
31384,2
31385,22
31386,40
31387,22
31388,76
31389,78
31390,44
31391,71
31392,100
31393,11
31394,29
31395,35
31396,23
31397,64
31398,31
31399,71
31400,10
31401,23
31402,16
31403,79
31404,2
31405,74
31406,86
31407,27
31408,21
31409,6
31410,30
31411,43
31412,49
31413,85
31414,90
31415,79
31416,96
31417,72
31418,43
31419,49
31420,85
31421,18
31422,75
31423,77
31424,13
31425,43
31426,91
31427,28
31428,9
31429,4
31430,80
31431,34
31432,5
31433,80
31434,3
31435,10
31436,47
31437,95
31438,16
31439,59
31440,53
31441,66
31442,2
31443,20
31444,46
31445,8
31446,14
31447,54
31448,64
31449,75
31450,68
31451,3
31452,44
31453,25
31454,39
31455,13
31456,22
31457,55
31458,65
31459,16
31460,8
31461,14
31462,63
31463,18
31464,89
31465,26
31466,14
31467,38
31468,17
31469,19
31470,97
31471,85
31472,49
31473,6
31474,64
31475,79
31476,80
31477,28
31478,69
31479,70
31480,15
31481,7
31482,10
31483,26
31484,87
31485,9
31486,54
31487,7
31488,37
31489,78
31490,9
31491,53
31492,89
31493,72
31494,68
31495,86
31496,7
31497,69
31498,26
31499,15
31500,10
31501,72
31502,87
31503,84
31504,28
31505,7
31506,43
31507,91
31508,56
31509,61
31510,0
31511,52
31512,41
31513,32
31514,9
31515,77
31516,87
31517,89
31518,7
31519,95
31520,64
31521,16
31522,53
31523,11
31524,78
31525,46
31526,78
31527,6
31528,91
31529,7
31530,72
31531,32
31532,66
31533,43
31534,38
31535,89
31536,30
31537,2
31538,43
31539,84
31540,74
31541,29
31542,69
31543,67
31544,13
31545,53
31546,94
31547,94
31548,41
31549,100
31550,46
31551,79
31552,21
31553,17
31554,83
31555,82
31556,38
31557,96
31558,31
31559,72
31560,98
31561,39
31562,74
31563,75
31564,88
31565,59
31566,6
31567,80
31568,24
31569,28
31570,11
31571,14
31572,0
31573,6
31574,52
31575,17
31576,47
31577,23
31578,10
31579,4
31580,38
31581,6
31582,96
31583,62
31584,58
31585,48
31586,29
31587,65
31588,28
31589,35
31590,76
31591,72
31592,95
31593,64
31594,98
31595,79
31596,59
31597,80
31598,85
31599,7
31600,73
31601,40
31602,55
31603,26
31604,41
31605,53
31606,36
31607,42
31608,82
31609,34
31610,6
31611,85
31612,87
31613,75
31614,79
31615,40
31616,50
31617,28
31618,38
31619,80
31620,21
31621,37
31622,57
31623,80
31624,47
31625,34
31626,100
31627,0
31628,97
31629,35
31630,54
31631,78
31632,57
31633,52
31634,99
31635,68
31636,75
31637,54
31638,51
31639,50
31640,77
31641,22
31642,94
31643,54
31644,43
31645,81
31646,45
31647,57
31648,95
31649,74
31650,56
31651,45
31652,51
31653,21
31654,100
31655,66
31656,73
31657,89
31658,85
31659,1
31660,16
31661,5
31662,27
31663,13
31664,3
31665,62
31666,13
31667,46
31668,81
31669,40
31670,55
31671,33
31672,6
31673,64
31674,73
31675,71
31676,75
31677,82
31678,18
31679,84
31680,84
31681,46
31682,50
31683,61
31684,97
31685,45
31686,26
31687,46
31688,54
31689,33
31690,90
31691,40
31692,8
31693,61
31694,9
31695,25
31696,47
31697,43
31698,57
31699,11
31700,35
31701,98
31702,43
31703,90
31704,49
31705,72
31706,95
31707,74
31708,31
31709,96
31710,35
31711,52
31712,76
31713,1
31714,55
31715,59
31716,51
31717,50
31718,79
31719,36
31720,84
31721,23
31722,22
31723,97
31724,29
31725,94
31726,89
31727,7
31728,45
31729,20
31730,67
31731,90
31732,23
31733,88
31734,37
31735,10
31736,13
31737,53
31738,63
31739,73
31740,62
31741,55
31742,50
31743,2
31744,100
31745,82
31746,21
31747,7
31748,1
31749,29
31750,69
31751,59
31752,89
31753,39
31754,11
31755,42
31756,93
31757,44
31758,66
31759,21
31760,95
31761,8
31762,100
31763,55
31764,92
31765,93
31766,41
31767,62
31768,11
31769,26
31770,4
31771,32
31772,73
31773,53
31774,45
31775,8
31776,2
31777,5
31778,51
31779,44
31780,4
31781,59
31782,72
31783,60
31784,96
31785,55
31786,12
31787,94
31788,48
31789,0
31790,66
31791,79
31792,46
31793,53
31794,26
31795,69
31796,94
31797,38
31798,16
31799,77
31800,62
31801,100
31802,57
31803,13
31804,54
31805,78
31806,5
31807,74
31808,73
31809,84
31810,55
31811,77
31812,62
31813,71
31814,35
31815,36
31816,16
31817,57
31818,49
31819,95
31820,72
31821,56
31822,68
31823,100
31824,10
31825,82
31826,43
31827,84
31828,6
31829,51
31830,100
31831,79
31832,21
31833,64
31834,93
31835,71
31836,47
31837,6
31838,50
31839,85
31840,2
31841,41
31842,90
31843,60
31844,9
31845,54
31846,1
31847,65
31848,6
31849,10
31850,80
31851,41
31852,45
31853,75
31854,88
31855,32
31856,91
31857,9
31858,65
31859,62
31860,66
31861,59
31862,17
31863,11
31864,14
31865,6
31866,22
31867,4
31868,63
31869,15
31870,48
31871,76
31872,27
31873,84
31874,11
31875,10
31876,80
31877,54
31878,96
31879,31
31880,95
31881,59
31882,28
31883,83
31884,13
31885,18
31886,68
31887,9
31888,28
31889,6
31890,21
31891,45
31892,76
31893,16
31894,35
31895,74
31896,41
31897,13
31898,16
31899,85
31900,74
31901,74
31902,38
31903,29
31904,22
31905,60
31906,55
31907,7
31908,47
31909,21
31910,37
31911,67
31912,50
31913,5
31914,26
31915,90
31916,39
31917,39
31918,32
31919,80
31920,0
31921,13
31922,53
31923,8
31924,59
31925,29
31926,80
31927,10
31928,6
31929,79
31930,8
31931,10
31932,65
31933,90
31934,16
31935,83
31936,82
31937,14
31938,75
31939,65
31940,15
31941,28
31942,40
31943,20
31944,17
31945,32
31946,94
31947,60
31948,100
31949,38
31950,21
31951,34
31952,81
31953,26
31954,57
31955,63
31956,18
31957,9
31958,91
31959,37
31960,20
31961,46
31962,95
31963,49
31964,2
31965,38
31966,8
31967,80
31968,93
31969,68
31970,72
31971,6
31972,9
31973,20
31974,79
31975,44
31976,35
31977,26
31978,19
31979,50
31980,59
31981,93
31982,56
31983,76
31984,94
31985,46
31986,0
31987,23
31988,31
31989,60
31990,48
31991,19
31992,85
31993,90
31994,28
31995,68
31996,46
31997,80
31998,42
31999,84
32000,51
32001,33
32002,8
32003,92
32004,94
32005,13
32006,99
32007,43
32008,5
32009,3
32010,85
32011,96
32012,71
32013,93
32014,21
32015,74
32016,59
32017,19
32018,83
32019,37
32020,0
32021,78
32022,99
32023,100
32024,75
32025,64
32026,54
32027,97
32028,1
32029,27
32030,65
32031,25
32032,18
32033,70
32034,11
32035,67
32036,65
32037,6
32038,48
32039,16
32040,32
32041,67
32042,69
32043,29
32044,36
32045,79
32046,81
32047,56
32048,12
32049,35
32050,67
32051,60
32052,2
32053,39
32054,50
32055,89
32056,39
32057,1
32058,80
32059,0
32060,21
32061,60
32062,94
32063,57
32064,20
32065,45
32066,57
32067,99
32068,36
32069,69
32070,36
32071,86
32072,49
32073,68
32074,30
32075,0
32076,36
32077,8
32078,88
32079,70
32080,86
32081,42
32082,10
32083,13
32084,95
32085,40
32086,73
32087,18
32088,0
32089,40
32090,57
32091,7
32092,51
32093,93
32094,10
32095,97
32096,8
32097,64
32098,70
32099,57
32100,11
32101,9
32102,78
32103,15
32104,47
32105,26
32106,29
32107,27
32108,92
32109,12
32110,69
32111,37
32112,11
32113,26
32114,86
32115,95
32116,40
32117,86
32118,48
32119,20
32120,8
32121,35
32122,68
32123,98
32124,14
32125,48
32126,22
32127,84
32128,18
32129,100
32130,9
32131,26
32132,48
32133,95
32134,79
32135,74
32136,76
32137,59
32138,80
32139,4
32140,97
32141,86
32142,77
32143,10
32144,0
32145,86
32146,1
32147,75
32148,96
32149,42
32150,15
32151,35
32152,59
32153,40
32154,87
32155,25
32156,15
32157,44
32158,18
32159,54
32160,39
32161,57
32162,26
32163,42
32164,32
32165,59
32166,52
32167,77
32168,9
32169,98
32170,85
32171,4
32172,23
32173,35
32174,36
32175,53
32176,48
32177,84
32178,39
32179,28
32180,35
32181,86
32182,57
32183,95
32184,26
32185,72
32186,30
32187,98
32188,62
32189,49
32190,0
32191,37
32192,28
32193,41
32194,77
32195,76
32196,100
32197,37
32198,77
32199,88
32200,47
32201,16
32202,76
32203,80
32204,75
32205,20
32206,99
32207,76
32208,56
32209,35
32210,72
32211,67
32212,29
32213,98
32214,50
32215,62
32216,61
32217,87
32218,84
32219,86
32220,17
32221,77
32222,62
32223,35
32224,78
32225,85
32226,2
32227,9
32228,93
32229,43
32230,79
32231,76
32232,37
32233,92
32234,2
32235,71
32236,0
32237,90
32238,54
32239,38
32240,5
32241,41
32242,92
32243,4
32244,56
32245,74
32246,68
32247,20
32248,70
32249,7
32250,100
32251,87
32252,33
32253,86
32254,30
32255,8
32256,49
32257,22
32258,8
32259,39
32260,9
32261,89
32262,43
32263,27
32264,19
32265,82
32266,9
32267,21
32268,50
32269,24
32270,24
32271,69
32272,18
32273,51
32274,64
32275,4
32276,75
32277,8
32278,99
32279,36
32280,66
32281,85
32282,45
32283,10
32284,44
32285,38
32286,75
32287,26
32288,62
32289,52
32290,66
32291,72
32292,42
32293,66
32294,31
32295,61
32296,19
32297,57
32298,97
32299,88
32300,35
32301,88
32302,8
32303,35
32304,92
32305,51
32306,97
32307,13
32308,86
32309,59
32310,7
32311,86
32312,30
32313,57
32314,6
32315,46
32316,19
32317,14
32318,20
32319,35
32320,2
32321,5
32322,27
32323,3
32324,59
32325,48
32326,81
32327,39
32328,43
32329,13
32330,19
32331,92
32332,20
32333,69
32334,32
32335,74
32336,37
32337,59
32338,50
32339,71
32340,59
32341,25
32342,13
32343,66
32344,86
32345,64
32346,82
32347,29
32348,37
32349,33
32350,100
32351,0
32352,90
32353,45
32354,98
32355,95
32356,14
32357,59
32358,73
32359,95
32360,11
32361,92
32362,24
32363,80
32364,15
32365,51
32366,13
32367,49
32368,41
32369,76
32370,24
32371,100
32372,60
32373,73
32374,8
32375,54
32376,31
32377,20
32378,8
32379,80
32380,0
32381,15
32382,7
32383,94
32384,98
32385,62
32386,97
32387,62
32388,95
32389,73
32390,5
32391,25
32392,88
32393,31
32394,75
32395,30
32396,87
32397,25
32398,30
32399,64
32400,58
32401,88
32402,27
32403,26
32404,73
32405,86
32406,70
32407,2
32408,45
32409,21
32410,87
32411,98
32412,88
32413,79
32414,75
32415,52
32416,90
32417,79
32418,54
32419,82
32420,48
32421,40
32422,82
32423,22
32424,32
32425,64
32426,65
32427,99
32428,37
32429,99
32430,58
32431,78
32432,78
32433,44
32434,72
32435,54
32436,68
32437,92
32438,7
32439,54
32440,56
32441,9
32442,2
32443,93
32444,0
32445,86
32446,57
32447,2
32448,57
32449,1
32450,75
32451,67
32452,23
32453,41
32454,24
32455,63
32456,22
32457,38
32458,91
32459,64
32460,75
32461,11
32462,14
32463,12
32464,47
32465,25
32466,87
32467,62
32468,11
32469,85
32470,52
32471,24
32472,67
32473,28
32474,17
32475,90
32476,14
32477,90
32478,1
32479,39
32480,19
32481,53
32482,98
32483,80
32484,39
32485,52
32486,13
32487,40
32488,34
32489,92
32490,69
32491,29
32492,78
32493,92
32494,65
32495,76
32496,18
32497,36
32498,67
32499,70
32500,37
32501,46
32502,16
32503,98
32504,66
32505,67
32506,51
32507,35
32508,55
32509,73
32510,29
32511,1
32512,8
32513,2
32514,70
32515,14
32516,20
32517,66
32518,87
32519,61
32520,59
32521,51
32522,19
32523,0
32524,75
32525,46
32526,37
32527,61
32528,8
32529,86
32530,92
32531,55
32532,98
32533,39
32534,57
32535,64
32536,82
32537,86
32538,9
32539,8
32540,53
32541,88
32542,92
32543,82
32544,14
32545,47
32546,45
32547,16
32548,26
32549,69
32550,26
32551,51
32552,43
32553,14
32554,21
32555,26
32556,11
32557,90
32558,42
32559,71
32560,17
32561,77
32562,39
32563,84
32564,60
32565,99
32566,48
32567,93
32568,90
32569,63
32570,99
32571,18
32572,14
32573,43
32574,56
32575,44
32576,93
32577,57
32578,97
32579,95
32580,0
32581,55
32582,3
32583,5
32584,81
32585,23
32586,36
32587,52
32588,15
32589,71
32590,84
32591,45
32592,58
32593,36
32594,60
32595,84
32596,59
32597,26
32598,91
32599,59
32600,18
32601,96
32602,72
32603,49
32604,66
32605,61
32606,62
32607,41
32608,80
32609,84
32610,17
32611,1
32612,67
32613,27
32614,68
32615,14
32616,2
32617,45
32618,40
32619,14
32620,95
32621,44
32622,6
32623,26
32624,75
32625,3
32626,49
32627,5
32628,80
32629,81
32630,40
32631,61
32632,76
32633,77
32634,89
32635,57
32636,9
32637,46
32638,86
32639,39
32640,67
32641,72
32642,51
32643,4
32644,26
32645,8
32646,95
32647,67
32648,84
32649,39
32650,34
32651,30
32652,25
32653,79
32654,78
32655,80
32656,68
32657,11
32658,23
32659,26
32660,24
32661,63
32662,50
32663,20
32664,52
32665,73
32666,15
32667,9
32668,0
32669,0
32670,82
32671,82
32672,43
32673,60
32674,3
32675,55
32676,11
32677,80
32678,64
32679,96
32680,70
32681,22
32682,82
32683,22
32684,8
32685,68
32686,66
32687,56
32688,47
32689,98
32690,90
32691,75
32692,40
32693,59
32694,99
32695,77
32696,45
32697,55
32698,73
32699,1
32700,82
32701,5
32702,80
32703,45
32704,72
32705,43
32706,52
32707,9
32708,98
32709,89
32710,92
32711,0
32712,4
32713,71
32714,8
32715,56
32716,26
32717,78
32718,64
32719,13
32720,87
32721,82
32722,56
32723,54
32724,19
32725,12
32726,80
32727,89
32728,38
32729,88
32730,29
32731,77
32732,28
32733,0
32734,1
32735,67
32736,7
32737,33
32738,66
32739,80
32740,31
32741,52
32742,18
32743,54
32744,32
32745,10
32746,19
32747,96
32748,67
32749,62
32750,64
32751,95
32752,51
32753,28
32754,76
32755,72
32756,49
32757,51
32758,16
32759,74
32760,54
32761,71
32762,18
32763,80
32764,57
32765,8
32766,28
32767,16
32768,61
32769,70
32770,99
32771,66
32772,92
32773,22
32774,37
32775,36
32776,4
32777,75
32778,82
32779,70
32780,12
32781,95
32782,55
32783,11
32784,99
32785,54
32786,14
32787,24
32788,36
32789,48
32790,5
32791,90
32792,64
32793,86
32794,66
32795,76
32796,59
32797,48
32798,32
32799,67
32800,24
32801,93
32802,78
32803,32
32804,42
32805,69
32806,86
32807,92
32808,11
32809,81
32810,17
32811,17
32812,90
32813,13
32814,85
32815,6
32816,69
32817,85
32818,23
32819,78
32820,24
32821,37
32822,69
32823,66
32824,98
32825,37
32826,38
32827,65
32828,12
32829,80
32830,95
32831,47
32832,2
32833,5
32834,79
32835,42
32836,100
32837,99
32838,87
32839,91
32840,100
32841,13
32842,47
32843,55
32844,53
32845,99
32846,78
32847,53
32848,37
32849,5
32850,9
32851,0
32852,0
32853,23
32854,93
32855,28
32856,31
32857,37
32858,60
32859,4
32860,83
32861,72
32862,2
32863,98
32864,83
32865,52
32866,22
32867,62
32868,59
32869,21
32870,66
32871,48
32872,98
32873,3
32874,11
32875,10
32876,87
32877,36
32878,87
32879,25
32880,1
32881,84
32882,73
32883,0
32884,46
32885,5
32886,7
32887,86
32888,58
32889,9
32890,88
32891,1
32892,92
32893,13
32894,48
32895,2
32896,5
32897,75
32898,75
32899,65
32900,58
32901,32
32902,99
32903,15
32904,29
32905,27
32906,94
32907,14
32908,71
32909,19
32910,37
32911,88
32912,53
32913,18
32914,15
32915,52
32916,12
32917,40
32918,57
32919,35
32920,88
32921,57
32922,3
32923,75
32924,61
32925,50
32926,36
32927,43
32928,64
32929,49
32930,28
32931,34
32932,70
32933,39
32934,78
32935,80
32936,76
32937,49
32938,12
32939,47
32940,97
32941,10
32942,25
32943,11
32944,57
32945,100
32946,87
32947,45
32948,40
32949,88
32950,23
32951,16
32952,7
32953,21
32954,76
32955,65
32956,87
32957,99
32958,36
32959,64
32960,85
32961,56
32962,14
32963,21
32964,50
32965,68
32966,27
32967,53
32968,15
32969,66
32970,41
32971,100
32972,74
32973,52
32974,2
32975,92
32976,73
32977,61
32978,22
32979,47
32980,50
32981,48
32982,36
32983,16
32984,42
32985,29
32986,72
32987,88
32988,83
32989,50
32990,52
32991,40
32992,59
32993,49
32994,95
32995,48
32996,75
32997,14
32998,42
32999,74
33000,98
33001,98
33002,2
33003,41
33004,64
33005,84
33006,78
33007,97
33008,49
33009,19
33010,52
33011,7
33012,12
33013,77
33014,59
33015,22
33016,12
33017,100
33018,46
33019,90
33020,88
33021,1
33022,93
33023,10
33024,92
33025,71
33026,86
33027,13
33028,98
33029,1
33030,58
33031,11
33032,80
33033,7
33034,24
33035,48
33036,77
33037,30
33038,50
33039,34
33040,44
33041,74
33042,36
33043,92
33044,7
33045,63
33046,54
33047,89
33048,49
33049,98
33050,32
33051,86
33052,99
33053,69
33054,88
33055,47
33056,19
33057,73
33058,49
33059,100
33060,91
33061,72
33062,61
33063,46
33064,2
33065,39
33066,63
33067,45
33068,2
33069,62
33070,39
33071,81
33072,80
33073,80
33074,80
33075,99
33076,42
33077,10
33078,49
33079,36
33080,6
33081,49
33082,53
33083,99
33084,4
33085,46
33086,2
33087,73
33088,71
33089,44
33090,63
33091,43
33092,56
33093,68
33094,29
33095,31
33096,70
33097,7
33098,61
33099,36
33100,43
33101,55
33102,37
33103,20
33104,0
33105,15
33106,65
33107,8
33108,42
33109,97
33110,47
33111,14
33112,61
33113,76
33114,39
33115,42
33116,98
33117,18
33118,72
33119,77
33120,4
33121,40
33122,72
33123,83
33124,34
33125,65
33126,28
33127,92
33128,7
33129,80
33130,79
33131,55
33132,66
33133,48
33134,2
33135,44
33136,52
33137,2
33138,19
33139,24
33140,68
33141,89
33142,12
33143,75
33144,59
33145,25
33146,13
33147,96
33148,50
33149,70
33150,87
33151,68
33152,80
33153,95
33154,6
33155,84
33156,28
33157,68
33158,75
33159,71
33160,76
33161,6
33162,87
33163,93
33164,8
33165,77
33166,18
33167,57
33168,77
33169,54
33170,43
33171,12
33172,26
33173,41
33174,83
33175,19
33176,70
33177,17
33178,76
33179,73
33180,0
33181,54
33182,20
33183,53
33184,25
33185,69
33186,95
33187,80
33188,18
33189,22
33190,34
33191,36
33192,22
33193,98
33194,39
33195,68
33196,68
33197,33
33198,49
33199,63
33200,81
33201,80
33202,61
33203,28
33204,10
33205,58
33206,93
33207,41
33208,50
33209,69
33210,14
33211,24
33212,83
33213,13
33214,5
33215,13
33216,2
33217,71
33218,86
33219,15
33220,15
33221,63
33222,26
33223,23
33224,63
33225,39
33226,4
33227,13
33228,36
33229,75
33230,3
33231,14
33232,76
33233,73
33234,59
33235,11
33236,35
33237,27
33238,46
33239,83
33240,30
33241,86
33242,88
33243,54
33244,41
33245,79
33246,71
33247,91
33248,51
33249,32
33250,36
33251,79
33252,82
33253,42
33254,48
33255,82
33256,8
33257,86
33258,21
33259,3
33260,79
33261,56
33262,44
33263,52
33264,1
33265,32
33266,16
33267,37
33268,83
33269,64
33270,87
33271,81
33272,96
33273,1
33274,81
33275,56
33276,55
33277,78
33278,56
33279,83
33280,51
33281,55
33282,33
33283,96
33284,34
33285,38
33286,0
33287,21
33288,13
33289,30
33290,61
33291,48
33292,14
33293,89
33294,21
33295,15
33296,46
33297,49
33298,47
33299,11
33300,20
33301,74
33302,66
33303,71
33304,75
33305,77
33306,62
33307,58
33308,27
33309,46
33310,44
33311,87
33312,13
33313,61
33314,79
33315,32
33316,46
33317,7
33318,34
33319,85
33320,24
33321,36
33322,62
33323,6
33324,81
33325,62
33326,66
33327,98
33328,98
33329,51
33330,96
33331,100
33332,83
33333,99
33334,18
33335,4
33336,91
33337,7
33338,34
33339,73
33340,27
33341,95
33342,81
33343,78
33344,43
33345,69
33346,25
33347,55
33348,79
33349,78
33350,11
33351,97
33352,42
33353,69
33354,5
33355,7
33356,28
33357,1
33358,25
33359,78
33360,60
33361,46
33362,99
33363,60
33364,48
33365,83
33366,28
33367,34
33368,24
33369,77
33370,26
33371,69
33372,63
33373,88
33374,38
33375,44
33376,42
33377,75
33378,35
33379,83
33380,83
33381,22
33382,20
33383,91
33384,78
33385,53
33386,30
33387,51
33388,66
33389,46
33390,65
33391,94
33392,66
33393,37
33394,24
33395,78
33396,25
33397,17
33398,35
33399,35
33400,80
33401,43
33402,12
33403,93
33404,35
33405,82
33406,71
33407,36
33408,85
33409,84
33410,20
33411,25
33412,82
33413,30
33414,19
33415,96
33416,3
33417,20
33418,58
33419,38
33420,6
33421,22
33422,31
33423,0
33424,58
33425,4
33426,89
33427,85
33428,39
33429,10
33430,99
33431,9
33432,39
33433,44
33434,11
33435,8
33436,64
33437,30
33438,18
33439,85
33440,55
33441,95
33442,100
33443,2
33444,42
33445,36
33446,74
33447,82
33448,8
33449,34
33450,87
33451,47
33452,81
33453,25
33454,25
33455,35
33456,41
33457,75
33458,63
33459,97
33460,32
33461,91
33462,82
33463,50
33464,70
33465,61
33466,76
33467,55
33468,52
33469,69
33470,3
33471,76
33472,5
33473,75
33474,44
33475,27
33476,10
33477,43
33478,75
33479,0
33480,68
33481,74
33482,37
33483,69
33484,15
33485,28
33486,34
33487,75
33488,10
33489,73
33490,36
33491,48
33492,12
33493,5
33494,7
33495,3
33496,45
33497,15
33498,8
33499,58
33500,92
33501,35
33502,60
33503,7
33504,68
33505,5
33506,48
33507,99
33508,83
33509,92
33510,66
33511,23
33512,69
33513,38
33514,85
33515,44
33516,92
33517,97
33518,64
33519,96
33520,43
33521,86
33522,36
33523,95
33524,37
33525,8
33526,41
33527,3
33528,59
33529,81
33530,68
33531,42
33532,91
33533,70
33534,82
33535,1
33536,82
33537,2
33538,11
33539,33
33540,9
33541,94
33542,0
33543,78
33544,94
33545,43
33546,28
33547,15
33548,72
33549,34
33550,55
33551,0
33552,3
33553,37
33554,95
33555,46
33556,79
33557,60
33558,44
33559,10
33560,29
33561,13
33562,49
33563,10
33564,100
33565,39
33566,93
33567,42
33568,4
33569,77
33570,41
33571,24
33572,19
33573,82
33574,72
33575,3
33576,98
33577,14
33578,93
33579,87
33580,99
33581,9
33582,23
33583,57
33584,21
33585,48
33586,15
33587,43
33588,25
33589,20
33590,3
33591,34
33592,1
33593,86
33594,39
33595,66
33596,4
33597,4
33598,18
33599,83
33600,67
33601,64
33602,41
33603,4
33604,44
33605,35
33606,17
33607,4
33608,65
33609,43
33610,2
33611,72
33612,65
33613,88
33614,19
33615,70
33616,50
33617,36
33618,95
33619,44
33620,75
33621,27
33622,95
33623,65
33624,76
33625,7
33626,22
33627,88
33628,24
33629,42
33630,83
33631,50
33632,64
33633,92
33634,92
33635,9
33636,32
33637,4
33638,40
33639,78
33640,66
33641,25
33642,91
33643,5
33644,3
33645,15
33646,65
33647,67
33648,66
33649,14
33650,32
33651,79
33652,47
33653,51
33654,87
33655,75
33656,99
33657,7
33658,46
33659,45
33660,14
33661,70
33662,50
33663,83
33664,15
33665,30
33666,67
33667,46
33668,66
33669,8
33670,34
33671,48
33672,88
33673,81
33674,53
33675,30
33676,61
33677,56
33678,49
33679,4
33680,76
33681,87
33682,97
33683,26
33684,10
33685,59
33686,93
33687,51
33688,27
33689,39
33690,33
33691,37
33692,8
33693,11
33694,16
33695,57
33696,96
33697,20
33698,67
33699,58
33700,1
33701,71
33702,36
33703,100
33704,21
33705,88
33706,18
33707,57
33708,25
33709,30
33710,67
33711,81
33712,53
33713,55
33714,100
33715,17
33716,51
33717,56
33718,32
33719,53
33720,30
33721,67
33722,21
33723,0
33724,39
33725,51
33726,87
33727,40
33728,10
33729,67
33730,22
33731,47
33732,13
33733,41
33734,79
33735,27
33736,33
33737,99
33738,71
33739,75
33740,99
33741,27
33742,7
33743,36
33744,94
33745,39
33746,33
33747,55
33748,47
33749,20
33750,29
33751,57
33752,42
33753,23
33754,86
33755,18
33756,80
33757,45
33758,14
33759,14
33760,81
33761,32
33762,32
33763,96
33764,47
33765,74
33766,94
33767,90
33768,87
33769,74
33770,6
33771,24
33772,14
33773,10
33774,12
33775,95
33776,100
33777,91
33778,24
33779,86
33780,81
33781,51
33782,69
33783,0
33784,34
33785,20
33786,51
33787,14
33788,22
33789,22
33790,20
33791,25
33792,39
33793,52
33794,36
33795,33
33796,97
33797,78
33798,36
33799,36
33800,7
33801,86
33802,64
33803,79
33804,48
33805,50
33806,75
33807,24
33808,35
33809,15
33810,84
33811,88
33812,19
33813,61
33814,91
33815,80
33816,55
33817,63
33818,71
33819,46
33820,79
33821,99
33822,21
33823,76
33824,34
33825,90
33826,17
33827,31
33828,17
33829,30
33830,10
33831,100
33832,44
33833,45
33834,80
33835,52
33836,37
33837,59
33838,21
33839,90
33840,69
33841,62
33842,72
33843,54
33844,86
33845,23
33846,81
33847,34
33848,45
33849,65
33850,98
33851,85
33852,65
33853,54
33854,30
33855,99
33856,1
33857,94
33858,10
33859,60
33860,83
33861,63
33862,47
33863,59
33864,11
33865,67
33866,87
33867,92
33868,88
33869,44
33870,43
33871,72
33872,20
33873,39
33874,13
33875,71
33876,93
33877,24
33878,77
33879,94
33880,86
33881,39
33882,68
33883,98
33884,80
33885,97
33886,49
33887,91
33888,19
33889,90
33890,60
33891,6
33892,12
33893,73
33894,83
33895,61
33896,39
33897,54
33898,52
33899,53
33900,25
33901,77
33902,17
33903,13
33904,13
33905,91
33906,96
33907,45
33908,23
33909,66
33910,44
33911,19
33912,83
33913,73
33914,88
33915,60
33916,7
33917,29
33918,96
33919,7
33920,86
33921,52
33922,91
33923,89
33924,33
33925,77
33926,24
33927,83
33928,15
33929,59
33930,53
33931,18
33932,87
33933,42
33934,53
33935,42
33936,41
33937,89
33938,66
33939,21
33940,44
33941,14
33942,78
33943,44
33944,34
33945,92
33946,7
33947,70
33948,4
